Stock,Report Date,Rate,Adjusted Float,Lender Count,Borrow Status,Last Report Date,Last Rate,Change in Rate,Firm Long,Firm Short,Intrafirm?,Close Price,IsFilterMatch
NNE,45832,-44.17,7410,18,HTB,45831,-44.17,0,0,-413122,TRUE,35.59,TRUE
LOW,45832,4.08,82529491,45,GC,45831,4.08,0,0,-6205,TRUE,218.57,TRUE
RANI,45832,-58.8056,4909,10,HTB,45831,-57.7905,-1.0151,0,-7026,FALSE,0.49,TRUE
JXN,45832,4.08,21212992,39,GC,45831,4.08,0,0,-15619,TRUE,84.9,TRUE
IR,45832,4.08,163894618,37,GC,45831,4.08,0,0,-3147,FALSE,81.93,TRUE
PBYI,45832,4.08,8339983,30,GC,45831,4.08,0,0,-2107,TRUE,3.35,TRUE
UDR,45832,4.08,104538926,35,GC,45831,4.08,0,0,-72,TRUE,41.39,TRUE
KRP,45832,4.08,688720,19,GC,45831,4.08,0,0,-8981,TRUE,14.29,TRUE
FTS,45832,4.08,7734501,24,GC,45831,4.08,0,0,-100,FALSE,47.58,TRUE
FITB,45832,4.08,190739181,34,GC,45831,4.08,0,0,-60449,TRUE,40.15,TRUE
HOWL,45832,2.699,1729223,19,HTB,45831,2.5861,0.1129,0,-300,FALSE,1.25,TRUE
COLB,45832,4.08,50757383,32,GC,45831,4.08,0,0,-3950,FALSE,22.905,TRUE
NTES,45832,4.08,9054971,33,GC,45831,4.08,0,0,-58535,TRUE,130.33,TRUE
NRIX,45832,4.08,12354420,34,GC,45831,4.08,0,0,-257,FALSE,11.98,TRUE
PHIN,45832,4.08,11815237,39,GC,45831,4.08,0,0,-1266,TRUE,42.67,TRUE
LAD,45832,4.08,6062130,35,GC,45831,4.08,0,0,-262,FALSE,335.73,TRUE
IFRX,45832,3.0923,54403,6,HTB,45831,3.0897,0.0026,0,-22700,TRUE,0.793,TRUE
ICE,45832,4.08,154103831,49,GC,45831,4.08,0,0,-30031,FALSE,179.73,TRUE
LOGI,45832,4.08,203011,18,GC,45831,4.08,0,0,-2427,TRUE,85.93,TRUE
MKSI,45832,4.08,26312764,31,GC,45831,4.08,0,0,-1367,FALSE,92.07,TRUE
RICK,45832,4.08,1006887,28,GC,45831,4.08,0,0,-980,FALSE,39.34,TRUE
ADI,45832,4.08,147542006,43,GC,45831,4.08,0,0,-36432,TRUE,230.98,TRUE
BBW,45832,4.08,1610655,26,GC,45831,4.08,0,0,-5676,FALSE,52.23,TRUE
GRMN,45832,4.08,31768614,40,GC,45831,4.08,0,0,-31647,FALSE,201.74,TRUE
MFG,45832,2.3359,8398904,22,HTB,45831,1.9629,0.373,0,-1447,FALSE,5.42,TRUE
HCA,45832,4.08,50909042,43,GC,45831,4.08,0,0,-30595,FALSE,378.72,TRUE
NVS,45832,4.08,10711940,32,GC,45831,4.08,0,0,-35020,TRUE,117.52,TRUE
ONCT/RT,,,,,,,,,0,-957,TRUE,,TRUE
IBN,45832,4.08,107226805,38,GC,45831,4.08,0,0,-99298,TRUE,32.73,TRUE
GFI,45832,4.08,38853018,32,GC,45831,4.08,0,0,-800859,TRUE,24.67,TRUE
OPAL,45832,1.3994,1783364,14,HTB,45831,1.3133,0.0861,0,-14119,TRUE,2.8,TRUE
AGL,45832,4.08,123017373,30,GC,45831,4.08,0,0,-164227,TRUE,2.15,TRUE
RELL,45832,4.08,1417870,27,GC,45831,4.08,0,0,0,TRUE,9.3,TRUE
NGG,45832,1.5967,966118,21,HTB,45831,1.6344,-0.0377,0,-1673,FALSE,73.33,TRUE
PCH,45832,4.08,18316614,34,GC,45831,4.08,0,0,-22564,TRUE,39.18,TRUE
LAW,45832,4.08,4409652,30,GC,45831,4.08,0,0,-1318,TRUE,4.14,TRUE
RYAAY,45832,4.08,72195662,32,GC,45831,4.08,0,0,-1111,TRUE,54.98,TRUE
WMS,45832,4.08,17884399,40,GC,45831,4.08,0,0,-1869,TRUE,116.92,TRUE
OBDC,45832,4.08,28533117,25,GC,45831,4.08,0,0,-18400,TRUE,14.29,TRUE
CYBR,45832,4.08,5330617,33,GC,45831,4.08,0,0,-5317,TRUE,397.06,TRUE
GLPG,45832,0.9914,665061,15,HTB,45831,0.9612,0.0302,0,-19105,FALSE,27.05,TRUE
SNX,45832,4.08,19542036,37,GC,45831,4.08,0,0,-10880,FALSE,127.6,TRUE
BULL,45832,-90.79,705,2,HTB,45831,-90.79,0,0,-518077,TRUE,10.42,TRUE
ETON,45832,3.0048,1263788,26,HTB,45831,4.08,-1.0752,0,-20741,FALSE,13.51,TRUE
PEB,45832,4.08,43570337,29,GC,45831,4.08,0,0,-7212,FALSE,9.55,TRUE
JSPR,45832,2.4784,681769,15,HTB,45831,2.4771,0.0013,0,-5139,TRUE,5.13,TRUE
PG,45832,4.08,491613403,46,GC,45831,4.08,0,0,-27911,TRUE,161.03,TRUE
FICO,45832,4.08,7668137,40,GC,45831,4.08,0,0,-201,FALSE,1881.25,TRUE
KINS,45832,4.08,540644,23,GC,45831,4.08,0,0,-7852,FALSE,15.68,TRUE
NTRS,45832,4.08,57632269,37,GC,45831,4.08,0,0,-64352,TRUE,120.81,TRUE
ATI,45832,4.08,48587707,42,GC,45831,4.08,0,0,-36779,TRUE,83.45,TRUE
GD,45832,4.08,55062311,40,GC,45831,4.08,0,0,-14964,FALSE,282.32,TRUE
SIFYR,,,,,,,,,0,0,TRUE,,TRUE
MASS,45832,3.0522,3423074,23,HTB,45831,3.023,0.0292,0,-6514,TRUE,6.64,TRUE
TMDX,45832,4.08,6095620,38,GC,45831,4.08,0,0,-43918,FALSE,127.53,TRUE
GPI,45832,4.08,3396386,30,GC,45831,4.08,0,0,-43,TRUE,448.37,TRUE
SMCY,45832,-0.0954,340,4,HTB,45831,0.1308,-0.2262,0,-3001,TRUE,18.24,TRUE
ENOV,45832,4.08,16164276,34,GC,45831,4.08,0,0,-1207,FALSE,29.96,TRUE
MIDU,45832,3.2519,230,3,HTB,45831,3.3241,-0.0722,0,-206,FALSE,43.08,TRUE
TURN,45832,-15.6202,89006,7,HTB,45831,-15.7938,0.1736,0,-4696,TRUE,3.94,TRUE
BOH,45832,4.08,8256517,34,GC,45831,4.08,0,0,-7793,FALSE,66.77,TRUE
XBIO,45832,-18.2763,16611,12,HTB,45831,-6.2695,-12.0068,0,-99,FALSE,2.74,TRUE
EIDO,45832,1.0165,338704,13,HTB,45831,0.4822,0.5343,0,-1500,FALSE,16.89,TRUE
JACK,45832,3.2175,1405077,23,HTB,45831,3.2076,0.0099,0,-9422,FALSE,18.03,TRUE
LOOP,45832,-6.2713,259531,11,HTB,45831,-6.3669,0.0956,0,-1000,TRUE,1.55,TRUE
LINE,45832,4.08,20752280,29,GC,45831,4.08,0,0,-420,FALSE,45.57,TRUE
LOMA,45832,2.335,680128,16,HTB,45831,2.7342,-0.3992,0,-36878,FALSE,11.09,TRUE
USFD,45832,4.08,83882111,42,GC,45831,4.08,0,0,-5415,TRUE,76.33,TRUE
NNBR,45832,3.3852,2280792,19,HTB,45831,3.3017,0.0835,0,-2290,TRUE,2.04,TRUE
BLRX,45832,-221.0022,69,9,HTB,45831,-179.6071,-41.3951,0,-14203,FALSE,4,TRUE
EPM,45832,4.08,4481926,26,GC,45831,4.08,0,0,-1633,FALSE,4.74,TRUE
ERX,45832,-1.6145,1,2,HTB,45831,-1.4555,-0.159,0,-8812,TRUE,53.34,TRUE
CAPL,45832,2.5118,71836,10,HTB,45831,2.1811,0.3307,0,-455,FALSE,21.41,TRUE
BWEN,45832,2.5123,1507458,20,HTB,45831,2.2767,0.2356,0,0,TRUE,1.79,TRUE
POR,45832,4.08,28674208,31,GC,45831,4.08,0,0,-593,FALSE,41.06,TRUE
USG,45832,4.08,40,,GC,45831,4.08,0,0,-2822,FALSE,35.6438,TRUE
SYNA,45832,4.08,9655496,39,GC,45831,4.08,0,0,-937,FALSE,63.57,TRUE
VOYG,45832,-1.7546,1435216,21,HTB,45831,-1.9607,0.2061,0,-974,FALSE,43.04,TRUE
CLOU,45832,2.3687,180,5,HTB,45831,2.3792,-0.0105,0,-3862,FALSE,22.72,TRUE
XYZY,45832,-0.4012,370,5,HTB,45831,-0.3393,-0.0619,0,-859,FALSE,9.6,TRUE
CMPX,45832,3.0009,8565201,20,HTB,45831,2.9294,0.0715,0,-10065,FALSE,2.54,TRUE
LEN,45832,4.08,44688789,35,GC,45831,4.08,0,0,-74723,TRUE,110.63,TRUE
LDOS,45832,4.08,37472132,45,GC,45831,4.08,0,0,-9592,TRUE,150.67,TRUE
PHG,45832,4.08,3448050,23,GC,45831,4.08,0,0,-9537,FALSE,22.68,TRUE
MCS,45832,4.08,4770704,33,GC,45831,4.08,0,0,-300,FALSE,17.2,TRUE
BBDC,45832,4.08,3243170,21,GC,45831,4.08,0,0,-1944,FALSE,8.95,TRUE
OIS,45832,4.08,12544396,35,GC,45831,4.08,0,0,-36,TRUE,5.25,TRUE
RVLPQ,45832,-13.8775,188405,6,HTB,45831,-13.8775,0,0,-602,FALSE,0.000001,TRUE
CWAN,45832,4.08,59212290,37,GC,45831,4.08,0,0,-28032,FALSE,21.65,TRUE
MBUU,45832,4.08,5474341,28,GC,45831,4.08,0,0,-1683,FALSE,32.4,TRUE
AQMS,45832,-4.3699,6787,7,HTB,45831,-3.2343,-1.1356,0,-195,FALSE,0.5925,TRUE
CYBN,45832,3.5255,121649,12,HTB,45831,3.486,0.0395,0,-2556,TRUE,7.41,TRUE
HPK,45832,-8.0888,848657,19,HTB,45831,-7.9342,-0.1546,0,-4362,FALSE,10.41,TRUE
INKT,45832,-5.2491,5598,10,HTB,45831,-5.3051,0.056,0,-51,FALSE,7.48,TRUE
MBOT,45832,-61.9494,688,7,HTB,45831,-62.6335,0.6841,0,-423422,TRUE,2.36,TRUE
CXM,45832,4.08,24948053,31,GC,45831,4.08,0,0,-38988,FALSE,8.12,TRUE
LB,45832,3.2056,2545886,23,HTB,45831,3.2074,-0.0018,0,-4003,FALSE,67.03,TRUE
PRG,45832,4.08,11102880,34,GC,45831,4.08,0,0,-466,TRUE,28.06,TRUE
EUO,45832,0.7154,430,7,HTB,45831,-13.0094,13.7248,0,-200,TRUE,28.37,TRUE
AQB,45832,-0.6409,11481,7,HTB,45831,0.4045,-1.0454,0,-308,FALSE,0.782,TRUE
IRDM,45832,4.08,21497853,40,GC,45831,4.08,0,0,-49050,TRUE,29.2,TRUE
KB,45832,4.08,2289988,23,GC,45831,4.08,0,0,-8489,FALSE,78.71,TRUE
PRME,45832,-3.1658,705142,15,HTB,45831,-3.3484,0.1826,0,-3056,TRUE,2.16,TRUE
PPIH,45832,4.08,612177,26,GC,45831,4.08,0,0,-1738,FALSE,23.51,TRUE
IMAX,45832,4.08,5165770,26,GC,45831,4.08,0,0,-15555,TRUE,27.81,TRUE
MLTX,45832,4.08,3149022,32,GC,45831,4.08,0,0,-17793,TRUE,44.87,TRUE
BIP,45832,4.08,415946,14,GC,45831,4.08,0,0,-6329,TRUE,32.67,TRUE
OCUP/RT,,,,,,,,,0,-23,TRUE,,TRUE
ARQ,45832,4.08,2837532,29,GC,45831,4.08,0,0,-13702,TRUE,4.99,TRUE
NWN,45832,4.08,10509432,31,GC,45831,4.08,0,0,-300,TRUE,40.63,TRUE
ACLX,45832,4.08,9426393,32,GC,45831,4.08,0,0,-7609,FALSE,63.62,TRUE
TBBK,45832,4.08,14445964,33,GC,45831,4.08,0,0,-5880,FALSE,53.57,TRUE
AFYA,45832,4.08,218733,28,GC,45831,4.08,0,0,-100,FALSE,17.48,TRUE
AXGN,45832,4.08,7630294,34,GC,45831,4.08,0,0,-2200,FALSE,9.79,TRUE
EVR,45832,4.08,11948333,34,GC,45831,4.08,0,0,-423,FALSE,256.88,TRUE
BBC,45832,-23.5654,2716,5,HTB,45831,-23.5729,0.0075,0,-500,FALSE,19.19,TRUE
BOOT,45832,4.08,9565124,31,GC,45831,4.08,0,0,-19709,FALSE,157.3,TRUE
LAKE,45832,4.08,567948,21,GC,45831,4.08,0,0,-200,TRUE,14.03,TRUE
CARG,45832,4.08,25345971,33,GC,45831,4.08,0,0,-25045,FALSE,32.53,TRUE
CMS,45832,4.08,100140208,40,GC,45831,4.08,0,0,-700,FALSE,69.87,TRUE
COO,45832,4.08,67753061,39,GC,45831,4.08,0,0,-1880,FALSE,69.52,TRUE
BYSI,45832,-6.9689,557662,13,HTB,45831,-5.8398,-1.1291,0,-31244,TRUE,2.74,TRUE
DIBS,45832,3.1549,1876486,22,HTB,45831,3.185,-0.0301,0,-13099,TRUE,2.77,TRUE
DLHC,45832,4.08,603437,19,GC,45831,4.08,0,0,-1469,FALSE,5.65,TRUE
SEMR,45832,4.08,11151159,32,GC,45831,4.08,0,0,-98,FALSE,9.03,TRUE
EGAN,45832,4.08,3476410,28,GC,45831,4.08,0,0,-4,FALSE,6.26,TRUE
EPI,45832,2.4464,2266648,9,HTB,45831,1.94,0.5064,0,-200,FALSE,46.19,TRUE
ESLT,45832,4.08,17572,14,GC,45831,4.08,0,0,-100,FALSE,439.56,TRUE
NSC,45832,4.08,59062767,41,GC,45831,4.08,0,0,-3302,FALSE,256.58,TRUE
EUFN,45832,-3.1223,202842,17,HTB,45831,-3.3082,0.1859,0,-18730,TRUE,30.54,TRUE
FBTC,45832,4.08,149753,13,GC,45831,4.08,0,0,-6509,FALSE,90.11,TRUE
FER,45832,4.08,28826,8,GC,45831,4.08,0,0,-6500,FALSE,51.27,TRUE
FISI,45832,2.5575,3381397,33,HTB,45831,2.2957,0.2618,0,-400,FALSE,25.33,TRUE
FIZZ,45832,4.08,5268953,34,GC,45831,4.08,0,0,-9,TRUE,43.38,TRUE
FNF,45832,4.08,65368031,41,GC,45831,4.08,0,0,-1835,FALSE,55.94,TRUE
SUPN,45832,4.08,11389324,29,GC,45831,4.08,0,0,-300,FALSE,31.99,TRUE
JAKK,45832,4.08,1567597,33,GC,45831,0.9172,3.1628,0,-993,FALSE,20.38,TRUE
GEOS,45832,3.3288,1334422,18,HTB,45831,3.2734,0.0554,0,-800,FALSE,18.4,TRUE
GTLS,45832,4.08,12092913,42,GC,45831,4.08,0,0,-172,FALSE,144,TRUE
HEI,45832,4.08,12877887,36,GC,45831,4.08,0,0,-677,FALSE,319.2,TRUE
HIPO,45832,4.08,1796317,26,GC,45831,4.08,0,0,-300,FALSE,28.56,TRUE
IAS,45832,4.08,15472313,24,GC,45831,4.08,0,0,-100,FALSE,7.92,TRUE
IHF,45832,2.9303,2053557,15,HTB,45831,2.8883,0.042,0,-300,FALSE,47.11,TRUE
ILF,45832,2.3236,795569,19,HTB,45831,2.3016,0.022,0,-100,FALSE,25.04,TRUE
BSM,45832,4.08,216773,12,GC,45831,4.08,0,0,-8273,FALSE,12.95,TRUE
JAMF,45832,4.08,20720320,32,GC,45831,4.08,0,0,-300,FALSE,9.12,TRUE
JDST,45832,-5.2536,2097,5,HTB,45831,-5.2309,-0.0227,0,-13115,TRUE,9.81,TRUE
LH,45832,4.08,24696110,38,GC,45831,4.08,0,0,-2522,FALSE,261.04,TRUE
CNM,45832,4.08,50621561,36,GC,45831,4.08,0,0,-17531,TRUE,58.34,TRUE
ETU,45832,-81.523,590,5,HTB,45831,-79.7248,-1.7982,0,-1861,FALSE,12.43,TRUE
BTCL,45832,0.1353,1276,5,HTB,45831,0.1113,0.024,0,-974,FALSE,49.555,TRUE
MNRO,45832,4.08,4740860,31,GC,45831,4.08,0,0,-656,FALSE,14.74,TRUE
MRC,45832,4.08,31162287,29,GC,45831,4.08,0,0,-100,FALSE,12.82,TRUE
CCK,45832,4.08,32483867,40,GC,45831,4.08,0,0,-1082,TRUE,104.17,TRUE
NSSC,45832,4.08,7815765,31,GC,45831,4.08,0,0,-200,FALSE,27.59,TRUE
NTB,45832,2.9513,3519103,23,HTB,45831,2.2074,0.7439,0,-1000,FALSE,43.76,TRUE
OGE,45832,4.08,46482282,34,GC,45831,4.08,0,0,-2500,FALSE,44.75,TRUE
ORLY,45832,4.08,157835349,46,GC,45831,4.08,0,0,-100,FALSE,91.26,TRUE
PRGS,45832,4.08,11221949,32,GC,45831,4.08,0,0,-125,FALSE,63.56,TRUE
PTF,45832,-6.0612,264,7,HTB,45831,4.08,-10.1412,0,-100,FALSE,66.09,TRUE
RBLU,45832,-8.958,110,6,HTB,45831,-8.346,-0.612,0,-1075,FALSE,62.0383,TRUE
RELX,45832,4.08,5949211,31,GC,45831,4.08,0,0,-500,FALSE,53.11,TRUE
RGLD,45832,4.08,21523472,37,GC,45831,4.08,0,0,-17754,TRUE,183.07,TRUE
RLI,45832,4.08,21326024,35,GC,45831,4.08,0,0,-100,FALSE,73.67,TRUE
SCHE,45832,4.08,3316669,8,GC,45831,4.08,0,0,-200,FALSE,29.25,TRUE
SKY,45832,4.08,17931425,34,GC,45831,4.08,0,0,-100,FALSE,62.41,TRUE
SLF,45832,4.08,23278311,25,GC,45831,4.08,0,0,-100,FALSE,64.82,TRUE
SOGP,45832,-89.5566,226609,8,HTB,45831,-81.2349,-8.3217,0,-100,FALSE,2.63,TRUE
SPHD,45832,3.1598,10485447,15,HTB,45831,3.1634,-0.0036,0,-900,FALSE,47.38,TRUE
CAE,45832,4.08,13749846,26,GC,45831,4.08,0,0,-202298,FALSE,26.27,TRUE
SRTS,45832,4.08,1052588,21,GC,45831,4.08,0,0,-2207,TRUE,4.6,TRUE
TRNS,45832,4.08,1329446,32,GC,45831,4.08,0,0,-260,FALSE,80.27,TRUE
WBTN,45832,-0.6431,2091732,19,HTB,45831,-0.6243,-0.0188,0,-100,FALSE,8.37,TRUE
ZROZ,45832,4.08,16151,11,GC,45831,4.08,0,0,-200,FALSE,65.33,TRUE
MAGX,45832,4.08,370,5,GC,45831,4.08,0,0,-401,FALSE,40.11,TRUE
CMCO,45832,4.08,5505456,34,GC,45831,4.08,0,0,0,TRUE,14.45,TRUE
LZB,45832,4.08,9321511,34,GC,45831,4.08,0,0,-800,TRUE,38.26,TRUE
QLYS,45832,4.08,10150581,40,GC,45831,4.08,0,0,-598,FALSE,140.38,TRUE
BVS,45832,2.8315,6845919,31,HTB,45831,2.8041,0.0274,0,0,TRUE,6.52,TRUE
LKNCY,45832,4.08,5007147,28,GC,45831,4.08,0,0,-1463,FALSE,34.82,TRUE
NIHD/ESC,,,,,,,,,0,-9918,FALSE,,TRUE
STHO,45832,4.08,587408,17,GC,45831,4.08,0,0,-153,FALSE,7.84,TRUE
PWR,45832,4.08,39074500,41,GC,45831,4.08,0,0,-10384,TRUE,365.76,TRUE
INN,45832,4.08,22245606,28,GC,45831,4.08,0,0,-8671,TRUE,4.93,TRUE
TRIB,45832,-11.0341,28176,8,HTB,45831,-10.6367,-0.3974,0,-216,FALSE,0.551,TRUE
QNCX,45832,-5.4767,1675255,17,HTB,45831,-5.6018,0.1251,0,-690,TRUE,1.32,TRUE
INGN,45832,4.08,4185866,31,GC,45831,4.08,0,0,-798,FALSE,6.67,TRUE
SPSM,45832,4.08,2144568,14,GC,45831,4.08,0,0,-3000,FALSE,41.91,TRUE
CLIR,45832,4.08,1575156,13,GC,45831,4.08,0,0,-48,FALSE,0.5768,TRUE
PRLB,45832,4.08,5577100,35,GC,45831,4.08,0,0,-379,TRUE,39.16,TRUE
ARKQ,45832,2.9692,9864,8,HTB,45831,2.907,0.0622,0,-1122,FALSE,84.74,TRUE
SNPX,45832,-107.8554,5462,12,HTB,45831,-121.1483,13.2929,0,-6,FALSE,3.58,TRUE
SPYI,45832,4.08,13400,8,GC,45831,4.08,0,0,-21267,TRUE,49.97,TRUE
ELME,45832,4.08,24541964,33,GC,45831,4.08,0,0,-88,FALSE,16.01,TRUE
RYN,45832,4.08,46661560,34,GC,45831,4.08,0,0,-3715,FALSE,22.79,TRUE
RMNI,45832,4.08,8289400,29,GC,45831,4.08,0,0,-4916,TRUE,3.14,TRUE
LEE,45832,2.921,446016,9,HTB,45831,2.826,0.095,0,-7,FALSE,6.14,TRUE
PNNT,45832,3.0585,825691,16,HTB,45831,3.0598,-0.0013,0,-1900,FALSE,6.66,TRUE
RIGL,45832,4.08,2506137,32,GC,45831,4.08,0,0,-1199,FALSE,18.845,TRUE
CWCO,45832,4.08,1526313,20,GC,45831,4.08,0,0,-200,FALSE,30.03,TRUE
CSBR,45832,4.08,481456,20,GC,45831,4.08,0,0,-6410,FALSE,8.06,TRUE
BABX,45832,1.8347,41874,7,HTB,45831,1.9744,-0.1397,0,-100,FALSE,24.84,TRUE
OXM,45832,4.08,2698528,34,GC,45831,4.08,0,0,-1200,FALSE,40,TRUE
CHEF,45832,4.08,9969125,27,GC,45831,4.08,0,0,-268,TRUE,62.88,TRUE
EXLS,45832,4.08,47921184,38,GC,45831,4.08,0,0,-3010,FALSE,43.95,TRUE
EUAD,45832,1.458,66782,16,HTB,45831,1.233,0.225,0,-600,FALSE,40.45,TRUE
PLSE,45832,-3.6522,285890,20,HTB,45831,-3.5058,-0.1464,0,-1098,FALSE,15.49,TRUE
MSFO,45832,1.1954,830,2,HTB,45831,0.9765,0.2189,0,0,TRUE,18.01,TRUE
GMGI,45832,2.4076,739396,15,HTB,45831,2.5336,-0.126,0,-1100,FALSE,1.72,TRUE
TFIN,45832,4.08,6047757,29,GC,45831,4.08,0,0,-1734,FALSE,55.62,TRUE
RMR,45832,4.08,3278673,32,GC,45831,4.08,0,0,-335,FALSE,16.51,TRUE
CABA,45832,2.4402,2830113,17,HTB,45831,2.3496,0.0906,0,-63044,FALSE,1.75,TRUE
MAX,45832,4.08,5249048,28,GC,45831,4.08,0,0,-184,FALSE,10.84,TRUE
VTEB,45832,-0.8513,94087,10,HTB,45831,-0.2083,-0.643,0,0,FALSE,48.91,TRUE
NMRK,45832,4.08,37946536,35,GC,45831,4.08,0,0,-899,FALSE,11.77,TRUE
SPLG,45832,4.08,29890943,13,GC,45831,4.08,0,0,-15631,TRUE,70.79,TRUE
CUBE,45832,4.08,63192392,33,GC,45831,4.08,0,0,-799,FALSE,42.89,TRUE
DYAI,45832,2.7075,1028704,15,HTB,45831,2.6705,0.037,0,-16820,FALSE,0.938,TRUE
FMS,45832,-1.021,10088241,13,HTB,45831,-0.7515,-0.2695,0,-503,FALSE,27.14,TRUE
EWCZ,45832,4.08,3013586,19,GC,45831,4.08,0,0,-1335,FALSE,5.78,TRUE
QTTB/RT,,,,,,,,,0,-209,FALSE,,TRUE
LBTYK,45832,4.08,11275392,32,GC,45831,4.08,0,0,-24,FALSE,10.11,TRUE
NREF,45832,4.08,564311,24,GC,45831,4.08,0,0,-600,FALSE,13.89,TRUE
FURCF,45832,4.08,1,2,GC,45831,4.08,0,0,-95,FALSE,9.33,TRUE
AME,45832,4.08,80265855,47,GC,45831,4.08,0,0,-488,FALSE,177.28,TRUE
EWU,45832,4.08,1700797,15,GC,45831,4.08,0,0,-21803,TRUE,39.17,TRUE
DRIO,45832,-3.0101,49598,12,HTB,45831,-3.1108,0.1007,0,-172,TRUE,0.6852,TRUE
ATLO,45832,4.08,902903,23,GC,45831,4.08,0,0,-336,FALSE,17.72,TRUE
GDXY,45832,-1.7177,1275,6,HTB,45831,-1.9062,0.1885,0,-2847,FALSE,15.02,TRUE
SYBX,45832,-7.2131,444576,12,HTB,45831,-7.2131,0,0,-1,FALSE,1.17,TRUE
XINGF,,,,,,,,,0,-19,FALSE,,TRUE
BWAY,45832,-0.6276,267103,21,HTB,45831,-0.5948,-0.0328,0,-3212,FALSE,11.49,TRUE
DRLL,45832,2.3401,1,3,HTB,45831,2.3469,-0.0068,0,-44,FALSE,28.0756,TRUE
SBAC,45832,4.08,36624529,40,GC,45831,4.08,0,0,-708,FALSE,234.12,TRUE
TRI,45832,4.28,4812105,26,GC,45831,4.28,0,0,-3909,FALSE,195.89,TRUE
API,45832,1.9055,1882649,22,HTB,45831,1.1689,0.7366,0,-15050,TRUE,3.65,TRUE
CWB,45832,3.1691,276368,13,HTB,45831,3.1924,-0.0233,0,-790,FALSE,80.88,TRUE
HOPE,45832,4.08,37468285,28,GC,45831,4.08,0,0,-100,FALSE,10.48,TRUE
KNF,45832,4.08,17360401,38,GC,45831,4.08,0,0,-203,FALSE,81.06,TRUE
JBGS,45832,3.4399,12558845,26,HTB,45831,3.3766,0.0633,0,-2318,TRUE,17.53,TRUE
MC,45832,4.08,19453774,29,GC,45831,4.08,0,0,-72,FALSE,59.53,TRUE
OSK,45832,4.08,20782494,40,GC,45831,4.08,0,0,-905,FALSE,108.67,TRUE
RJF,45832,4.08,56455711,33,GC,45831,4.08,0,0,-1789,FALSE,150.96,TRUE
GBCI,45832,4.08,30739994,29,GC,45831,4.08,0,0,-42,FALSE,41.58,TRUE
AEYE,45832,4.08,877209,26,GC,45831,4.08,0,0,-2717,TRUE,11.62,TRUE
KANT,45832,-27.7636,18752,10,HTB,45831,-24.1341,-3.6295,0,-2747,FALSE,0.255,TRUE
TMHC,45832,4.08,28391038,39,GC,45831,4.08,0,0,-145,FALSE,60.86,TRUE
TDG,45832,4.08,20078882,37,GC,45831,4.08,0,0,-2407,FALSE,1470.68,TRUE
VPU,45832,4.08,6004087,12,GC,45831,4.08,0,0,-310,FALSE,177,TRUE
